,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
2409,2409,2409,red,"https://www.alko.fi/en/products/005656/Castillo-Murviedro-Tempranillo-2019/ 
",pork,5656,12.5,3.0,4.4,70.0,10.91 EUR,,,Contains sulphites,bottle,metal screw cap,Bodegas Murviedro,Hedon,general selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic, cherry notes, ripe cranberry notes, spicy 
","['DO Utiel-Requena', 'Spain', 'Utiel-Requena']","['Tempranillo', 'Bobal']",0,2,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Castillo-Murviedro-Tempranillo-2019,2019,Spain,,,18.0
2418,2418,2418,red,"https://www.alko.fi/en/products/931093/Montevertine-Rosso-2017/ 
",pork,931093,13.0,1.0,6.6,70.0,81.32 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Montevertine,Viinitie,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Nuanced and developed wines go well will rustic meat dishes. You can also pair them with cheese or enjoy them on their own.
Try with reindeer steak, entrecôte or hard, aged cheeses, such as Gouda, Parmesan or Manchego.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, dark cherry notes, flowery, spicy 
","['Italy', 'IGT Toscana', 'Tuscany']","['Canaiolo', 'Sangiovese', 'Colorino']",0,3,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Montevertine-Rosso-2017,2017,Italy,Tuscany,,16.5
13232,13232,13232,rose,"https://www.alko.fi/en/products/438237/Yali-Flores-Summer-Syrah-Ros-2020/ 
",pork,438237,12.5,4.0,5.5,70.0,13.2 EUR,,,Contains sulphites,bottle,metal screw cap,Viña Ventisquero,Hartwall,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, redcurrant notes, raspberry notes, cherry notes, herbal notes 
","['Colchagua Valley', 'Chile']",['Syrah'],3,0,3,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Yali-Flores-Summer-Syrah-Ros-2020,2020,Chile,,,17.5
13335,13335,13335,rose,"https://www.alko.fi/en/products/450057/Hiden-Schilcher-Klassik-Ros-2019/ 
",pork,450057,12.5,1.0,8.3,70.0,19.85 EUR,,,Contains sulphites,bottle,metal screw cap,Hiden,Dieter Ettl,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, very acidic, ripe redcurrant notes, raspberry notes, gooseberry notes, light tomato leaf notes 
","['Austria', 'DAC Weststeiermark']",['Blauer Wildbacher'],4,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Hiden-Schilcher-Klassik-Ros-2019,2019,Austria,,,18.33333333333333
15134,15134,15134,sparkling,"https://www.alko.fi/en/products/906407/Raposeira-Blanc-de-Blancs-Bruto-2015/ 
",pork,906407,12.0,6.0,6.2,70.0,26.71 EUR,,,Contains sulphites,bottle,natural cork,Raposeira,Honeyhill Wines,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, fruity, toasted, roasted, aromatic 
","['Portugal', 'Método Tradicional']",['Malvasia'],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Raposeira-Blanc-de-Blancs-Bruto-2015,2015,Portugal,,,18.0
15172,15172,15172,sparkling,"https://www.alko.fi/en/products/925257/Castelnau-R-serve-Champagne-Brut/ 
",pork,925257,12.5,9.0,6.7,70.0,50.51 EUR,,,Contains sulphites,bottle,natural cork,CRVC,Uniq Drinks Finland,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, citrus notes, spicy, aromatic 
","['Champagne', 'France', 'AC Champagne']",[],3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Castelnau-R-serve-Champagne-Brut,0,France,Champagne,,18.0
18787,18787,18787,white,"https://www.alko.fi/en/products/545137/Torres-Digno-Gew-rztraminer-2018/ 
",pork,545137,13.5,-1.0,5.3,80.0,13.84 EUR,,Fair for Life,Contains sulphites,bottle,metal screw cap,Miguel Torres,Winestate,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, passion fruit notes, green apple notes, lime notes, light herb notes, slightly flowery 
","['Chile', 'Valle Central', 'Others']","['Riesling', 'Gewürztraminer']",3,0,3,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Torres-Digno-Gew-rztraminer-2018,2018,Chile,,,18.0
18849,18849,18849,white,"https://www.alko.fi/en/products/936026/Matthias-Gaul-Asselheim-Chardonnay-2018/ 
",pork,936026,13.5,2.0,6.4,80.0,35.87 EUR,,,Contains sulphites,bottle,natural cork,Weingut Matthias Gaul,Vinetum,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge.","The rich, full-bodied character is combined with toasted notes or oakiness, and the wines are a great match not only for oily fish but also for chicken, turkey and even game bird and pork dishes.
Try with flamed salmon, smoked duck or creamy mushroom soup.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, citrus notes, minerally, toasted, roasted 
","['Germany', 'The Palatinate', 'Qualitätswein Pfalz']",['Chardonnay'],3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Matthias-Gaul-Asselheim-Chardonnay-2018,2018,Germany,The Palatinate,,18.0
1543,1543,1543,desert,"https://www.alko.fi/en/products/635347/Apothic-Brew/ 
",pork,635347,13.5,11.0,4.4,80.0,19.84 EUR,,,Contains sulphites,bottle,natural cork,Apothic Wines,Beverage Partners Finland,general selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, medium tannic, plum notes, blackberry notes, rich mocha notes, oak notes, robust, strong, heavy, sweetish 
",['United States'],"['Shiraz', 'Teroldego', 'Petite Sirah', 'Zinfandel', 'Cabernet Sauvignon']",0,3,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Apothic-Brew,0,United States,,,16.333333333333332
2410,2410,2410,red,"https://www.alko.fi/en/products/908458/Nederburg-Duet-2018/ 
","mutton, lamb",908458,14.0,8.0,5.6,80.0,11.85 EUR,,,Contains sulphites,bottle,metal screw cap,Nederburg,Wennerco,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, tannic, cherry notes, berry notes, oak notes 
","['WO Western Cape', 'South Africa', 'Others']","['Pinotage', 'Shiraz']",0,2,0,0,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Nederburg-Duet-2018,2018,South Africa,Western Cape,,18.0
2416,2416,2416,red,"https://www.alko.fi/en/products/957872/Tenuta-La-Fuga-Brunello-di-Montalcino-2015/ 
","mutton, lamb",957872,14.5,1.0,4.8,80.0,73.31 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Tenute Folonari,Nordalco,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Nuanced and developed wines go well will rustic meat dishes. You can also pair them with cheese or enjoy them on their own.
Try with reindeer steak, entrecôte or hard, aged cheeses, such as Gouda, Parmesan or Manchego.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, leather notes, cedar notes, oak notes 
","['Italy', 'DOCG Brunello di Montalcino', 'Tuscany']",['Sangiovese'],0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tenuta-La-Fuga-Brunello-di-Montalcino-2015,2015,Italy,Tuscany,,18.0
14669,14669,14669,sparkling,"https://www.alko.fi/en/products/944132/J-M-S-l-que-Soliste-Infusion-Meunier-Champagne-Ros-Extra-Brut/ 
","mutton, lamb",944132,13.0,4.0,4.3,80.0,99.99 EUR,,,Contains sulphites,bottle,natural cork,J-M Sélèque,Viinitie,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, very acidic, red apple notes, oak notes, minerally 
","['Champagne', 'France', 'AC Champagne']",['Pinot Meunier'],4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,J-M-S-l-que-Soliste-Infusion-Meunier-Champagne-Ros-Extra-Brut,0,France,Champagne,,18.0
15585,15585,15585,sparkling,"https://www.alko.fi/en/products/915577/Palmer-Co-Ros-Solera-Champagne-Brut/ 
","mutton, lamb",915577,12.0,9.0,7.3,70.0,71.88 EUR,Sold in gift packaging,,Contains sulphites,bottle,natural cork,Champagne Palmer,BBWINES,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, raspberry notes, toasted, roasted, herbal notes 
","['Champagne', 'France', 'AC Champagne']","['Pinot Meunier', 'Pinot Noir', 'Chardonnay']",3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Palmer-Co-Ros-Solera-Champagne-Brut,0,France,Champagne,,18.0
19457,19457,19457,white,"https://www.alko.fi/en/products/529907/Elephant-Hill-Element-Series-Sea-Sauvignon-Blanc-2016/ 
","mutton, lamb",529907,12.5,1.0,7.1,70.0,26.53 EUR,,,Contains sulphites,bottle,metal screw cap,Elephant Hill,Thirsty Bear,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, passion fruit notes, lime notes, whitecurrant notes, almond notes, light oak notes, hint of toffee, elegant 
","['New Zealand', ""Hawke's Bay""]",['Sauvignon Blanc'],3,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Elephant-Hill-Element-Series-Sea-Sauvignon-Blanc-2016,2016,New Zealand,Hawke's Bay,,17.5
19892,19892,19892,white,"https://www.alko.fi/en/products/931262/Katzenkopf-Supremus-Silvaner-Sp-tlese-Trocken-2018/ 
","mutton, lamb",931262,13.5,6.0,6.1,80.0,41.63 EUR,,,Contains sulphites,bottle,metal screw cap,Winzer Sommerach,Skatta Weinhaus oy,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, apricot notes, herbal notes, minerally 
","['Germany', 'Franken', 'Franconia']",['Silvaner'],3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Katzenkopf-Supremus-Silvaner-Sp-tlese-Trocken-2018,2018,Germany,Franconia,,18.0
2059,2059,2059,desert,"https://www.alko.fi/en/products/919333/Grenade-Wine-Semi-Dry-Puolikuiva-Granaattiomenaviini/ 
","mutton, lamb",919333,12.0,25.0,8.9,80.0,13.11 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Grenade Wine,AAA Oy TF Transport Finland Ltd/AAA Finland Import,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium dry, acidic, fruity, aromatic 
",['Azerbaijan'],[],3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Grenade-Wine-Semi-Dry-Puolikuiva-Granaattiomenaviini,0,Azerbaijan,,,
2186,2186,2186,desert,"https://www.alko.fi/en/products/907298/Noita-Blaufr-nkisch-2018/ 
","mutton, lamb",907298,10.5,-1.0,7.4,60.0,33.31 EUR,,,Contains sulphites,bottle,natural cork,Noita Winery,Uniq Drinks Finland,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, low tannins, plum notes, blueberry notes, aromatic 
",['Finland'],['Blaufränkisch'],0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Noita-Blaufr-nkisch-2018,2018,Finland,,,
2417,2417,2417,red,"https://www.alko.fi/en/products/957872/Tenuta-La-Fuga-Brunello-di-Montalcino-2015/ 
",beef,957872,14.5,1.0,4.8,80.0,73.31 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Tenute Folonari,Nordalco,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Nuanced and developed wines go well will rustic meat dishes. You can also pair them with cheese or enjoy them on their own.
Try with reindeer steak, entrecôte or hard, aged cheeses, such as Gouda, Parmesan or Manchego.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, leather notes, cedar notes, oak notes 
","['Italy', 'DOCG Brunello di Montalcino', 'Tuscany']",['Sangiovese'],0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Tenuta-La-Fuga-Brunello-di-Montalcino-2015,2015,Italy,Tuscany,,18.0
2421,2421,2421,red,"https://www.alko.fi/en/products/931093/Montevertine-Rosso-2017/ 
",beef,931093,13.0,1.0,6.6,70.0,81.32 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Montevertine,Viinitie,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Nuanced and developed wines go well will rustic meat dishes. You can also pair them with cheese or enjoy them on their own.
Try with reindeer steak, entrecôte or hard, aged cheeses, such as Gouda, Parmesan or Manchego.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, dark cherry notes, flowery, spicy 
","['Italy', 'IGT Toscana', 'Tuscany']","['Canaiolo', 'Sangiovese', 'Colorino']",0,3,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Montevertine-Rosso-2017,2017,Italy,Tuscany,,16.5
